uuid,Employee Name,Department,Visit_Date,Entry_time,Exit_time,Purpose of Visit,Day of Week
66687e7ffc13ae4e092352cf,Jeanine Dyerson,Research and Development,2024-10-07,9:38,17:29,Work,Monday
66687e7ffc13ae4e092352d0,Ulric Mallows,Services,2024-01-04,6:04,15:30,Meeting,Thursday
66687e7ffc13ae4e092352d1,Travus Letham,Product Management,2024-12-03,9:36,16:17,Meeting,Tuesday
66687e7ffc13ae4e092352d2,Noel Helder,Human Resources,2024-11-04,7:17,14:35,Training,Monday
66687e7ffc13ae4e092352d3,Theo Rentalll,Marketing,2024-07-06,9:20,14:48,Meeting,Saturday
66687e7ffc13ae4e092352d4,Rozalie Normavell,Product Management,2024-02-03,7:18,16:56,Work,Saturday
66687e7ffc13ae4e092352d5,Alfred Fearnley,Business Development,2024-09-07,8:26,14:34,Meeting,Saturday
66687e7ffc13ae4e092352d6,Scotti Ansley,Legal,2024-04-02,7:34,14:50,Training,Tuesday
66687e7ffc13ae4e092352d7,See Wimpress,Business Development,2024-04-04,7:19,15:19,Meeting,Thursday
66687e7ffc13ae4e092352d8,Maureen Deverson,Business Development,2024-03-03,7:02,16:28,Meeting,Sunday
66687e7ffc13ae4e092352d9,Lizabeth Farnell,Business Development,2024-05-02,8:33,17:28,Work,Thursday
66687e7ffc13ae4e092352da,Cheri Colgan,Product Management,2024-04-07,9:54,14:47,Work,Sunday
66687e7ffc13ae4e092352db,Marlin Somes,Support,2024-12-04,8:48,16:22,Meeting,Wednesday
66687e7ffc13ae4e092352dc,Dix Mouse,Engineering,2024-02-04,7:20,17:19,Meeting,Sunday
66687e7ffc13ae4e092352dd,Bette-ann Mullaney,Business Development,2024-05-05,7:24,14:40,Training,Sunday
66687e7ffc13ae4e092352de,Janenna Somes,Sales,2024-06-07,6:53,15:41,Work,Friday
66687e7ffc13ae4e092352df,Rinaldo Budget,Product Management,2024-01-02,7:38,16:37,Client Visit,Tuesday
66687e7ffc13ae4e092352e0,Glenn Massow,Support,2024-05-04,7:13,14:33,Training,Saturday
66687e7ffc13ae4e092352e1,Marci O'Lyhane,Legal,2024-04-06,6:59,15:36,Meeting,Saturday
66687e7ffc13ae4e092352e2,Marcie Hubbins,Training,2024-01-07,7:19,16:59,Training,Sunday
66687e7ffc13ae4e092352e3,Jean Marczyk,Research and Development,2024-01-07,7:23,15:56,Training,Sunday
66687e7ffc13ae4e092352e4,Constantine Lambe,Product Management,2024-10-04,6:44,15:00,Work,Friday
66687e7ffc13ae4e092352e5,Gerty Petegree,Support,2024-10-05,7:44,14:18,Training,Saturday
66687e7ffc13ae4e092352e6,Adora Checo,Services,2024-07-05,6:38,16:26,Client Visit,Friday
66687e7ffc13ae4e092352e7,Trumann Rhyme,Human Resources,2024-06-07,9:46,14:32,Meeting,Friday
66687e7ffc13ae4e092352e8,Marena Jerromes,Sales,2024-03-02,9:21,17:06,Work,Saturday
66687e7ffc13ae4e092352e9,Nanni Forgan,Marketing,2024-08-01,7:20,16:31,Work,Thursday
66687e7ffc13ae4e092352ea,Trude Scatcher,Marketing,2024-06-02,8:34,14:40,Work,Sunday
66687e7ffc13ae4e092352eb,Piggy Ridhole,Legal,2024-07-03,7:25,17:43,Work,Wednesday
66687e7ffc13ae4e092352ec,Cassandra Dawidsohn,Human Resources,2024-06-07,8:12,17:10,Work,Friday
66687e7ffc13ae4e092352ed,Mord Dominique,Marketing,2024-11-06,7:41,14:59,Work,Wednesday
66687e7ffc13ae4e092352ee,Gonzales Dumingos,Training,2024-06-02,6:54,14:27,Work,Sunday
66687e7ffc13ae4e092352ef,Noemi Adams,Sales,2024-12-06,6:07,14:52,Work,Friday
66687e7ffc13ae4e092352f0,Alysa Fiorentino,Business Development,2024-01-07,7:07,15:32,Training,Sunday
66687e7ffc13ae4e092352f1,Enrica Marty,Business Development,2024-09-04,8:42,17:02,Meeting,Wednesday
66687e7ffc13ae4e092352f2,Alford Scrange,Engineering,2024-12-05,7:22,16:21,Work,Thursday
66687e7ffc13ae4e092352f3,Giana Budden,Business Development,2024-08-02,9:29,17:50,Work,Friday
66687e7ffc13ae4e092352f4,Shem Timmons,Accounting,2024-05-07,6:16,15:56,Training,Tuesday
66687e7ffc13ae4e092352f5,Gherardo Catlette,Accounting,2024-12-01,6:54,15:05,Work,Sunday
66687e7ffc13ae4e092352f6,Elene Grewes,Training,2024-05-04,8:25,15:15,Client Visit,Saturday
66687e7ffc13ae4e092352f7,Dickie Liverock,Services,2024-08-02,6:29,16:27,Work,Friday
66687e7ffc13ae4e092352f8,Lucias Beetham,Engineering,2024-05-02,7:33,16:57,Training,Thursday
66687e7ffc13ae4e092352f9,Judye Gotliffe,Support,2024-01-03,7:04,17:25,Meeting,Wednesday
66687e7ffc13ae4e092352fa,Olivie Moncreiff,Marketing,2024-09-02,8:44,15:50,Work,Monday
66687e7ffc13ae4e092352fb,Gilbertina Matignon,Services,2024-10-03,7:28,16:04,Work,Thursday
66687e7ffc13ae4e092352fc,Manuel Younge,Marketing,2024-03-06,7:50,16:28,Meeting,Wednesday
66687e7ffc13ae4e092352fd,Reg Melmoth,Marketing,2024-05-04,8:04,16:57,Training,Saturday
66687e7ffc13ae4e092352fe,Shurlocke L'argent,Support,2024-01-07,7:42,17:05,Meeting,Sunday
66687e7ffc13ae4e092352ff,Aliza Congram,Services,2024-05-03,9:12,17:18,Training,Friday
66687e7ffc13ae4e09235300,Lauri MacLese,Legal,2024-02-06,7:47,16:32,Work,Tuesday
66687e7ffc13ae4e09235301,Elwira Edgington,Training,2024-10-04,7:22,15:29,Work,Friday
66687e7ffc13ae4e09235302,Merrick Rosingdall,Sales,2024-01-07,6:29,14:43,Work,Sunday
66687e7ffc13ae4e09235303,Melonie Bigly,Human Resources,2024-12-01,6:15,16:28,Work,Sunday
66687e7ffc13ae4e09235304,Gabriell Fonquernie,Business Development,2024-11-06,6:06,16:44,Meeting,Wednesday
66687e7ffc13ae4e09235305,Webster Stooke,Support,2024-07-05,6:25,15:51,Work,Friday
66687e7ffc13ae4e09235306,Blake Ludwikiewicz,Sales,2024-10-04,7:23,14:35,Work,Friday
66687e7ffc13ae4e09235307,Charmain Bakesef,Accounting,2024-07-03,9:08,15:48,Training,Wednesday
66687e7ffc13ae4e09235308,Corby Harrold,Business Development,2024-10-01,6:08,15:22,Work,Tuesday
66687e7ffc13ae4e09235309,Amandy Danilovitch,Business Development,2024-08-04,7:53,15:43,Meeting,Sunday
66687e7ffc13ae4e0923530a,Nikolas O'Malley,Marketing,2024-11-05,8:13,17:22,Client Visit,Tuesday
66687e7ffc13ae4e0923530b,Edi Glyssanne,Training,2024-11-07,7:47,14:20,Work,Thursday
66687e7ffc13ae4e0923530c,Kristy Cranston,Research and Development,2024-05-07,9:36,15:08,Meeting,Tuesday
66687e7ffc13ae4e0923530d,Christos Rule,Services,2024-07-06,8:18,16:00,Meeting,Saturday
66687e7ffc13ae4e0923530e,Rickie Brightman,Support,2024-11-06,8:53,15:05,Work,Wednesday
66687e7ffc13ae4e0923530f,Dian McIlrath,Training,2024-05-01,7:13,17:50,Meeting,Wednesday
66687e7ffc13ae4e09235310,Alyce Peake,Services,2024-09-06,9:22,14:35,Client Visit,Friday
66687e7ffc13ae4e09235311,Harriott MacCard,Services,2024-02-05,6:59,14:27,Work,Monday
66687e7ffc13ae4e09235312,Guntar Attwooll,Product Management,2024-11-01,7:09,15:39,Work,Friday
66687e7ffc13ae4e09235313,Hollyanne Amaya,Human Resources,2024-02-07,7:33,16:55,Client Visit,Wednesday
66687e7ffc13ae4e09235314,Clyde Doe,Marketing,2024-03-03,9:10,14:55,Work,Sunday
66687e7ffc13ae4e09235315,Andi Smeall,Accounting,2024-09-03,7:52,14:56,Work,Tuesday
66687e7ffc13ae4e09235316,Shelton Osgorby,Human Resources,2024-09-03,9:01,17:14,Meeting,Tuesday
66687e7ffc13ae4e09235317,Derrik Hammerstone,Training,2024-09-05,9:59,15:53,Training,Thursday
66687e7ffc13ae4e09235318,Luther Baylie,Business Development,2024-03-02,7:02,17:40,Work,Saturday
66687e7ffc13ae4e09235319,Phillida Golborne,Accounting,2024-01-04,8:50,16:21,Meeting,Thursday
66687e7ffc13ae4e0923531a,Harwilll Benardet,Research and Development,2024-07-02,8:02,14:07,Work,Tuesday
66687e7ffc13ae4e0923531b,Dimitri Connerly,Research and Development,2024-11-06,6:56,14:30,Meeting,Wednesday
66687e7ffc13ae4e0923531c,Bruce Littley,Engineering,2024-12-03,8:07,14:41,Meeting,Tuesday
66687e7ffc13ae4e0923531d,D'arcy Caldicott,Human Resources,2024-08-06,6:19,16:58,Work,Tuesday
66687e7ffc13ae4e0923531e,Thorstein Ching,Support,2024-12-02,9:12,15:33,Client Visit,Monday
66687e7ffc13ae4e0923531f,Meade Cossum,Marketing,2024-08-06,6:29,14:15,Work,Tuesday
66687e7ffc13ae4e09235320,Pauly Mixworthy,Legal,2024-08-05,9:36,14:57,Meeting,Monday
66687e7ffc13ae4e09235321,Derek Greder,Legal,2024-07-06,7:53,14:32,Training,Saturday
66687e7ffc13ae4e09235322,Tabbitha Fishbourne,Legal,2024-12-03,9:41,15:28,Meeting,Tuesday
66687e7ffc13ae4e09235323,Roxane Bocken,Product Management,2024-07-07,9:01,14:28,Meeting,Sunday
66687e7ffc13ae4e09235324,Charity Shulver,Services,2024-01-03,6:30,17:07,Work,Wednesday
66687e7ffc13ae4e09235325,Ari Oliphand,Research and Development,2024-07-05,9:39,15:51,Work,Friday
66687e7ffc13ae4e09235326,Maddi Niven,Services,2024-12-04,6:33,16:34,Meeting,Wednesday
66687e7ffc13ae4e09235327,Hayley Creaven,Sales,2024-07-04,9:07,17:37,Client Visit,Thursday
66687e7ffc13ae4e09235328,Claudetta Knowlys,Product Management,2024-02-06,7:17,17:36,Client Visit,Tuesday
66687e7ffc13ae4e09235329,Durand Dewdney,Product Management,2024-02-01,9:11,15:14,Work,Thursday
66687e7ffc13ae4e0923532a,Rriocard Keeler,Human Resources,2024-08-03,8:59,16:56,Meeting,Saturday
66687e7ffc13ae4e0923532b,Diana Olivie,Training,2024-03-07,8:00,16:32,Meeting,Thursday
66687e7ffc13ae4e0923532c,Lind Shave,Training,2024-10-02,6:26,14:05,Meeting,Wednesday
66687e7ffc13ae4e0923532d,Peg Avieson,Research and Development,2024-04-06,9:56,17:42,Work,Saturday
66687e7ffc13ae4e0923532e,Erica Bear,Marketing,2024-09-06,9:14,17:05,Meeting,Friday
66687e7ffc13ae4e0923532f,Kimmie Capelin,Human Resources,2024-05-07,9:15,16:02,Meeting,Tuesday
66687e7ffc13ae4e09235330,Marietta Cumpton,Business Development,2024-02-04,8:58,14:59,Client Visit,Sunday
66687e7ffc13ae4e09235331,Lidia Bussen,Research and Development,2024-01-02,6:12,16:01,Meeting,Tuesday
66687e7ffc13ae4e09235332,Carlie Steinson,Marketing,2024-02-06,9:38,15:32,Meeting,Tuesday
66687e7ffc13ae4e09235333,Harlen Hogben,Accounting,2024-11-07,9:59,17:32,Work,Thursday
66687e7ffc13ae4e09235334,Krishna Huniwall,Engineering,2024-09-03,9:27,17:56,Work,Tuesday
66687e7ffc13ae4e09235335,Burlie Bisp,Product Management,2024-04-01,8:01,17:50,Meeting,Monday
66687e7ffc13ae4e09235336,Seline Flatt,Training,2024-03-06,8:38,14:49,Work,Wednesday
66687e7ffc13ae4e09235337,Edan Harrad,Sales,2024-03-03,9:26,17:05,Meeting,Sunday
66687e7ffc13ae4e09235338,Hatty Matusiak,Marketing,2024-03-03,8:38,15:59,Meeting,Sunday
66687e7ffc13ae4e09235339,Tommie Bresner,Product Management,2024-04-02,7:20,15:58,Client Visit,Tuesday
66687e7ffc13ae4e0923533a,Anastasie Doumer,Marketing,2024-04-05,8:20,16:19,Training,Friday
66687e7ffc13ae4e0923533b,Dennet Laboune,Services,2024-12-02,8:21,16:04,Work,Monday
66687e7ffc13ae4e0923533c,Gnni Davidson,Engineering,2024-05-05,6:20,16:53,Meeting,Sunday
66687e7ffc13ae4e0923533d,Simonette Boast,Human Resources,2024-07-05,9:17,15:54,Meeting,Friday
66687e7ffc13ae4e0923533e,Valma Dalliwater,Legal,2024-07-05,6:49,15:33,Client Visit,Friday
66687e7ffc13ae4e0923533f,Montague Tunnow,Services,2024-06-01,6:49,15:47,Meeting,Saturday
66687e7ffc13ae4e09235340,Steven Bertholin,Marketing,2024-09-04,9:18,16:16,Meeting,Wednesday
66687e7ffc13ae4e09235341,Wyndham Gotcliffe,Product Management,2024-01-02,6:24,14:23,Client Visit,Tuesday
66687e7ffc13ae4e09235342,Zonnya Sabate,Services,2024-09-01,7:13,17:14,Meeting,Sunday
66687e7ffc13ae4e09235343,Shawna Augustus,Engineering,2024-09-02,9:30,16:26,Training,Monday
66687e7ffc13ae4e09235344,Beauregard Wynes,Human Resources,2024-11-01,8:20,16:02,Meeting,Friday
66687e7ffc13ae4e09235345,Dani Blankett,Business Development,2024-03-07,7:51,15:06,Work,Thursday
66687e7ffc13ae4e09235346,Hunfredo Johns,Marketing,2024-04-02,8:28,17:58,Training,Tuesday
66687e7ffc13ae4e09235347,Eustacia Elves,Engineering,2024-12-05,6:47,17:18,Meeting,Thursday
66687e7ffc13ae4e09235348,Marcelle Belasco,Product Management,2024-10-06,6:13,16:58,Work,Sunday
66687e7ffc13ae4e09235349,Fred Leeburne,Marketing,2024-04-01,9:09,17:48,Training,Monday
66687e7ffc13ae4e0923534a,Kym Libero,Business Development,2024-09-07,9:46,17:47,Work,Saturday
66687e7ffc13ae4e0923534b,Lark Elderidge,Support,2024-08-06,8:54,17:18,Training,Tuesday
66687e7ffc13ae4e0923534c,Gradeigh Tommis,Services,2024-07-07,9:36,15:27,Work,Sunday
66687e7ffc13ae4e0923534d,Audy Gynn,Research and Development,2024-04-07,8:50,15:27,Work,Sunday
66687e7ffc13ae4e0923534e,Teresita D'Angeli,Services,2024-06-06,8:38,16:11,Work,Thursday
66687e7ffc13ae4e0923534f,Elisabeth Zaniolo,Human Resources,2024-08-05,9:33,15:31,Work,Monday
66687e7ffc13ae4e09235350,Pattie Dorsey,Support,2024-05-03,6:37,16:52,Work,Friday
66687e7ffc13ae4e09235351,Man Smaleman,Sales,2024-12-03,7:48,16:52,Work,Tuesday
66687e7ffc13ae4e09235352,Rosie Kelloway,Human Resources,2024-02-03,6:20,16:32,Work,Saturday
66687e7ffc13ae4e09235353,Jacqueline Bourdon,Sales,2024-03-03,9:42,14:20,Client Visit,Sunday
66687e7ffc13ae4e09235354,Randie Jaskowicz,Human Resources,2024-04-05,7:05,14:25,Work,Friday
66687e7ffc13ae4e09235355,Thebault Caudray,Accounting,2024-11-01,7:08,16:41,Work,Friday
66687e7ffc13ae4e09235356,Ashton Francescotti,Sales,2024-08-04,8:44,17:56,Meeting,Sunday
66687e7ffc13ae4e09235357,Brit Tomasik,Training,2024-03-02,7:48,16:24,Work,Saturday
66687e7ffc13ae4e09235358,Mervin Rumbellow,Legal,2024-06-01,6:48,15:08,Work,Saturday
66687e7ffc13ae4e09235359,Elisha Elby,Accounting,2024-05-02,9:02,14:13,Meeting,Thursday
66687e7ffc13ae4e0923535a,Jacqueline Stiling,Marketing,2024-06-02,8:42,15:15,Meeting,Sunday
66687e7ffc13ae4e0923535b,Ginnie Carde,Engineering,2024-07-04,7:46,15:45,Work,Thursday
66687e7ffc13ae4e0923535c,Marjy Hutchens,Marketing,2024-05-04,7:01,14:37,Meeting,Saturday
66687e7ffc13ae4e0923535d,Micky Snazle,Engineering,2024-11-04,7:53,16:23,Work,Monday
66687e7ffc13ae4e0923535e,Brittaney Casine,Business Development,2024-07-01,6:30,17:18,Client Visit,Monday
66687e7ffc13ae4e0923535f,Roseann Tutton,Legal,2024-09-04,6:28,14:24,Work,Wednesday
66687e7ffc13ae4e09235360,Ludovico Dent,Training,2024-12-07,8:34,16:40,Work,Saturday
66687e7ffc13ae4e09235361,Janenna Delamar,Training,2024-03-02,8:30,16:47,Work,Saturday
66687e7ffc13ae4e09235362,Nichole Eastam,Accounting,2024-05-02,7:22,16:42,Work,Thursday
66687e7ffc13ae4e09235363,Sissie Stallan,Legal,2024-01-06,7:13,15:45,Work,Saturday
66687e7ffc13ae4e09235364,Cristionna Kobisch,Human Resources,2024-08-05,8:12,15:04,Work,Monday
66687e7ffc13ae4e09235365,Adele Clapshaw,Business Development,2024-01-07,8:18,14:45,Meeting,Sunday
66687e7ffc13ae4e09235366,Cyrillus Skellern,Research and Development,2024-03-03,8:44,15:36,Work,Sunday
66687e7ffc13ae4e09235367,Vitoria Himpson,Support,2024-07-03,7:20,14:07,Training,Wednesday
66687e7ffc13ae4e09235368,Seumas Duckhouse,Legal,2024-09-06,7:47,15:37,Work,Friday
66687e7ffc13ae4e09235369,Nealson Taverner,Accounting,2024-01-02,6:01,17:51,Work,Tuesday
66687e7ffc13ae4e0923536a,Dyan Birdall,Business Development,2024-03-04,8:04,16:18,Work,Monday
66687e7ffc13ae4e0923536b,Noelani Bright,Product Management,2024-10-07,9:22,16:43,Work,Monday
66687e7ffc13ae4e0923536c,Antonina Corbert,Accounting,2024-03-05,8:38,16:29,Training,Tuesday
66687e7ffc13ae4e0923536d,Paige Poleye,Human Resources,2024-03-05,8:37,15:12,Meeting,Tuesday
66687e7ffc13ae4e0923536e,Pierrette Gonzales,Research and Development,2024-09-07,9:08,15:09,Work,Saturday
66687e7ffc13ae4e0923536f,De witt Dibson,Product Management,2024-07-01,6:30,15:06,Meeting,Monday
66687e7ffc13ae4e09235370,Minta Coldham,Research and Development,2024-05-06,7:52,16:01,Work,Monday
66687e7ffc13ae4e09235371,Deonne Rootes,Sales,2024-10-06,6:32,14:43,Work,Sunday
66687e7ffc13ae4e09235372,Wayland Alekseicik,Training,2024-10-05,6:28,16:07,Work,Saturday
66687e7ffc13ae4e09235373,Chane Templeton,Accounting,2024-04-02,8:23,17:21,Work,Tuesday
66687e7ffc13ae4e09235374,Janice Heining,Accounting,2024-07-01,9:34,14:19,Meeting,Monday
66687e7ffc13ae4e09235375,Meriel Strongman,Legal,2024-12-01,8:41,16:31,Training,Sunday
66687e7ffc13ae4e09235376,Ashlie Chugg,Human Resources,2024-06-03,8:18,17:09,Work,Monday
66687e7ffc13ae4e09235377,Darrick Yashunin,Support,2024-07-06,7:08,15:07,Client Visit,Saturday
66687e7ffc13ae4e09235378,Rozella Huggan,Business Development,2024-12-07,7:35,17:44,Meeting,Saturday
66687e7ffc13ae4e09235379,Kristin Bynold,Engineering,2024-11-01,8:41,16:06,Meeting,Friday
66687e7ffc13ae4e0923537a,El Cettell,Research and Development,2024-01-05,9:00,15:54,Meeting,Friday
66687e7ffc13ae4e0923537b,Tobey Trazzi,Training,2024-12-01,8:44,14:10,Work,Sunday
66687e7ffc13ae4e0923537c,Stanwood Hughson,Engineering,2024-05-01,8:38,15:31,Meeting,Wednesday
66687e7ffc13ae4e0923537d,Curry Heiner,Training,2024-08-06,9:52,16:28,Work,Tuesday
66687e7ffc13ae4e0923537e,Emmye Mc Combe,Marketing,2024-10-04,7:33,14:12,Training,Friday
66687e7ffc13ae4e0923537f,Jodie Leser,Legal,2024-01-07,6:19,15:31,Training,Sunday
66687e7ffc13ae4e09235380,Diandra Dohmer,Marketing,2024-08-07,9:47,14:44,Meeting,Wednesday
66687e7ffc13ae4e09235381,Modesty Tantrum,Marketing,2024-02-03,6:12,16:44,Work,Saturday
66687e7ffc13ae4e09235382,Philippa D' Angelo,Business Development,2024-11-03,8:18,17:45,Client Visit,Sunday
66687e7ffc13ae4e09235383,Joby Tuther,Product Management,2024-03-06,6:45,14:42,Client Visit,Wednesday
66687e7ffc13ae4e09235384,Jone Authers,Engineering,2024-01-06,7:51,17:29,Work,Saturday
66687e7ffc13ae4e09235385,Earvin Longcake,Engineering,2024-12-05,8:49,14:08,Work,Thursday
66687e7ffc13ae4e09235386,Rutger Robottham,Training,2024-07-02,8:41,16:45,Work,Tuesday
66687e7ffc13ae4e09235387,Kitti Beavers,Human Resources,2024-01-01,7:20,16:51,Meeting,Monday
66687e7ffc13ae4e09235388,Madlen Demelt,Accounting,2024-01-03,7:43,14:01,Meeting,Wednesday
66687e7ffc13ae4e09235389,Leisha Maciak,Support,2024-05-07,9:45,17:01,Work,Tuesday
66687e7ffc13ae4e0923538a,Cathrine Morse,Services,2024-10-07,8:12,17:27,Training,Monday
66687e7ffc13ae4e0923538b,Alwin Mulcock,Marketing,2024-01-04,9:33,14:55,Training,Thursday
66687e7ffc13ae4e0923538c,Parker Rossetti,Sales,2024-10-06,9:45,15:24,Training,Sunday
66687e7ffc13ae4e0923538d,Roy Raddon,Support,2024-03-02,6:03,14:09,Meeting,Saturday
66687e7ffc13ae4e0923538e,Flinn Radden,Marketing,2024-11-06,6:45,15:02,Meeting,Wednesday
66687e7ffc13ae4e0923538f,Langsdon Vondrach,Research and Development,2024-06-07,7:40,16:51,Work,Friday
66687e7ffc13ae4e09235390,Glory Crooke,Business Development,2024-12-02,6:03,15:47,Meeting,Monday
66687e7ffc13ae4e09235391,Vite O'Dempsey,Services,2024-09-04,6:12,17:37,Work,Wednesday
66687e7ffc13ae4e09235392,Lalo Hayselden,Legal,2024-06-06,7:22,15:16,Meeting,Thursday
66687e7ffc13ae4e09235393,Felecia Thurlbeck,Sales,2024-10-07,6:57,14:27,Meeting,Monday
66687e7ffc13ae4e09235394,Bobinette Lace,Services,2024-10-02,7:37,14:42,Meeting,Wednesday
66687e7ffc13ae4e09235395,Luella Upcott,Engineering,2024-03-07,8:34,16:56,Client Visit,Thursday
66687e7ffc13ae4e09235396,Finley Blance,Sales,2024-08-03,6:54,15:49,Meeting,Saturday
66687e7ffc13ae4e09235397,Henri Onn,Business Development,2024-10-06,6:03,15:06,Meeting,Sunday
66687e7ffc13ae4e09235398,Mord Carlan,Services,2024-11-04,9:54,17:27,Work,Monday
66687e7ffc13ae4e09235399,Hasheem Haggarty,Marketing,2024-01-05,6:56,15:53,Training,Friday
66687e7ffc13ae4e0923539a,Corry McBayne,Services,2024-09-07,9:57,14:19,Meeting,Saturday
66687e7ffc13ae4e0923539b,Obidiah MacKissack,Accounting,2024-10-05,9:46,17:18,Work,Saturday
66687e7ffc13ae4e0923539c,Reeba Playfair,Product Management,2024-10-02,9:57,15:01,Client Visit,Wednesday
66687e7ffc13ae4e0923539d,Nerita Mayzes,Services,2024-10-07,7:11,17:22,Work,Monday
66687e7ffc13ae4e0923539e,Lay Wernham,Marketing,2024-06-02,7:26,17:03,Client Visit,Sunday
66687e7ffc13ae4e0923539f,Perle Weddell,Marketing,2024-01-03,7:26,16:12,Meeting,Wednesday
66687e7ffc13ae4e092353a0,Erhard Honnan,Product Management,2024-11-02,6:24,14:37,Work,Saturday
66687e7ffc13ae4e092353a1,Gloriane Joysey,Product Management,2024-05-03,9:14,17:40,Work,Friday
66687e7ffc13ae4e092353a2,Gardy Lantiff,Marketing,2024-12-03,6:03,16:11,Work,Tuesday
66687e7ffc13ae4e092353a3,Marlin MacRierie,Business Development,2024-03-02,7:32,14:16,Client Visit,Saturday
66687e7ffc13ae4e092353a4,Elissa Rysdale,Support,2024-06-07,9:33,15:46,Client Visit,Friday
66687e7ffc13ae4e092353a5,Rickey Chance,Services,2024-01-03,6:23,15:43,Work,Wednesday
66687e7ffc13ae4e092353a6,Mellisent Hatry,Legal,2024-06-06,6:02,14:02,Meeting,Thursday
66687e7ffc13ae4e092353a7,Mendel Sleet,Sales,2024-03-07,8:02,17:34,Work,Thursday
66687e7ffc13ae4e092353a8,Leelah Dixey,Business Development,2024-01-03,8:31,14:09,Work,Wednesday
66687e7ffc13ae4e092353a9,Iain Lush,Research and Development,2024-09-07,8:33,17:01,Training,Saturday
66687e7ffc13ae4e092353aa,Mariam Le Barr,Engineering,2024-12-03,9:41,15:45,Work,Tuesday
66687e7ffc13ae4e092353ab,Bryce Pinxton,Sales,2024-07-03,9:24,14:49,Training,Wednesday
66687e7ffc13ae4e092353ac,Desirae Burder,Marketing,2024-05-04,8:52,17:49,Client Visit,Saturday
66687e7ffc13ae4e092353ad,Murdock Carrett,Engineering,2024-10-02,8:36,16:39,Meeting,Wednesday
66687e7ffc13ae4e092353ae,Kai Shilstone,Accounting,2024-07-04,7:36,17:09,Training,Thursday
66687e7ffc13ae4e092353af,Sibley Raoul,Human Resources,2024-06-05,6:39,17:20,Work,Wednesday
66687e7ffc13ae4e092353b0,Madella Goneau,Business Development,2024-07-05,7:35,17:14,Work,Friday
66687e7ffc13ae4e092353b1,Bent Wynn,Sales,2024-08-06,8:53,15:58,Work,Tuesday
66687e7ffc13ae4e092353b2,Isabelle Wrought,Services,2024-03-03,9:28,17:54,Work,Sunday
66687e7ffc13ae4e092353b3,Tadio Haestier,Research and Development,2024-10-01,8:26,15:56,Work,Tuesday
66687e7ffc13ae4e092353b4,Kattie Keach,Accounting,2024-11-03,6:04,16:53,Work,Sunday
66687e7ffc13ae4e092353b5,Ellerey Barton,Human Resources,2024-11-07,6:26,15:19,Meeting,Thursday
66687e7ffc13ae4e092353b6,Jaimie Capey,Engineering,2024-12-05,9:33,15:56,Work,Thursday
66687e7ffc13ae4e092353b7,Shelley Eccleston,Research and Development,2024-07-01,9:07,14:28,Training,Monday
66687e7ffc13ae4e092353b8,Madelin Carrington,Services,2024-12-07,9:33,15:35,Client Visit,Saturday
66687e7ffc13ae4e092353b9,Rolph Greenhead,Business Development,2024-09-06,9:01,14:28,Work,Friday
66687e7ffc13ae4e092353ba,Fields Mallalieu,Human Resources,2024-06-07,9:02,16:18,Meeting,Friday
66687e7ffc13ae4e092353bb,Burg Hexter,Marketing,2024-12-06,9:24,17:52,Work,Friday
66687e7ffc13ae4e092353bc,Dale Falkingham,Human Resources,2024-09-05,8:15,17:28,Meeting,Thursday
66687e7ffc13ae4e092353bd,Marina Hellen,Support,2024-11-06,7:17,17:38,Work,Wednesday
66687e7ffc13ae4e092353be,Katherine Keal,Marketing,2024-03-01,9:04,14:09,Training,Friday
66687e7ffc13ae4e092353bf,Farrah Stobo,Legal,2024-07-02,7:20,15:42,Work,Tuesday
66687e7ffc13ae4e092353c0,Katee Greensides,Marketing,2024-09-01,6:08,16:12,Meeting,Sunday
66687e7ffc13ae4e092353c1,Ursa Berriman,Legal,2024-07-07,8:36,15:30,Meeting,Sunday
66687e7ffc13ae4e092353c2,Desirae Fassbender,Services,2024-06-02,7:53,14:14,Client Visit,Sunday
66687e7ffc13ae4e092353c3,Padgett Aikman,Engineering,2024-11-05,6:17,15:10,Training,Tuesday
66687e7ffc13ae4e092353c4,Stephenie Gell,Training,2024-09-07,7:19,16:10,Work,Saturday
66687e7ffc13ae4e092353c5,Trstram Skarr,Marketing,2024-11-05,8:33,14:35,Work,Tuesday
66687e7ffc13ae4e092353c6,Shaun Nesbeth,Marketing,2024-01-01,8:33,15:56,Training,Monday
66687e7ffc13ae4e092353c7,Shamus Shutle,Services,2024-03-03,6:06,17:40,Work,Sunday
66687e7ffc13ae4e092353c8,Angelo Reedie,Accounting,2024-06-01,6:55,14:47,Work,Saturday
66687e7ffc13ae4e092353c9,Merna Benham,Product Management,2024-05-03,7:10,16:31,Training,Friday
66687e7ffc13ae4e092353ca,Adrian Josipovitz,Accounting,2024-05-05,8:01,17:45,Client Visit,Sunday
66687e7ffc13ae4e092353cb,Darelle Farlane,Training,2024-11-04,6:57,17:06,Work,Monday
66687e7ffc13ae4e092353cc,Nadiya Slowcock,Product Management,2024-11-02,6:01,16:19,Work,Saturday
66687e7ffc13ae4e092353cd,Matt Gowans,Sales,2024-09-01,6:13,17:28,Meeting,Sunday
66687e7ffc13ae4e092353ce,Tobey Shannon,Support,2024-03-05,9:49,14:12,Client Visit,Tuesday
